user_id,order_idx,skill_id,correct
11,19,24,0
11,20,60,1
11,21,19,1
11,22,40,0
11,23,40,1
11,24,40,1
11,25,40,0
11,26,27,1
11,27,23,1
11,28,19,1
11,29,19,0
11,30,24,1
11,31,24,1
11,32,19,1
11,33,19,1
11,34,19,1
11,35,52,1
11,36,26,1
11,37,26,1
11,38,26,1
11,39,26,1
11,40,26,1
12,0,20,1
12,1,20,1
12,2,18,1
12,3,21,1
12,4,20,1
12,5,21,1
12,6,21,1
12,7,18,1
12,8,20,1
12,9,19,1
12,10,23,1
12,11,23,1
12,12,23,1
12,13,25,1
12,14,23,1
12,15,25,1
12,16,23,1
12,17,40,0
12,18,27,1
12,19,23,1
12,20,23,1
12,21,40,1
12,22,60,0
12,23,24,1
12,24,24,1
12,25,60,1
12,26,24,1
12,27,19,1
12,28,46,0
12,29,46,0
12,30,46,1
12,31,26,0
12,32,26,1
12,33,26,1
12,34,26,0
12,35,26,1
12,36,26,0
12,37,26,1
12,38,26,1
12,39,26,1
12,40,26,1
12,41,26,1
12,42,26,0
12,43,26,1
13,0,18,1
13,1,21,1
13,2,19,0
13,3,18,1
13,4,20,0
13,5,18,0
13,6,21,0
13,7,21,1
13,8,21,1
13,9,21,1
13,10,20,1
13,11,19,1
13,12,22,1
13,13,23,1
13,14,25,0
13,15,23,0
13,16,25,0
13,17,23,0
13,18,25,1
13,19,23,1
13,20,25,1
13,21,23,1
13,22,22,1
13,23,23,1
13,24,24,0
13,25,19,0
13,26,60,0
13,27,19,0
13,28,60,0
13,29,23,1
13,30,27,1
13,31,23,1
13,32,40,1
13,33,23,1
13,34,24,0
13,35,60,1
13,36,60,0
13,37,60,1
13,38,24,1
13,39,19,1
13,40,19,0
13,41,46,0
13,42,46,0
13,43,46,0
13,44,46,0
13,45,46,0
13,46,26,0
13,47,26,0
13,48,26,0
13,49,26,1
13,50,26,0
13,51,26,1
13,52,26,1
13,53,26,1
13,54,26,0
13,55,26,1
13,56,26,1
13,57,26,1
13,58,26,0
13,59,26,1
13,60,26,0
13,61,26,1
13,62,26,0
13,63,26,1
13,64,26,1
13,65,26,1
13,66,26,0
13,67,26,0
13,68,26,1
13,69,26,0
13,70,26,0
13,71,26,0
13,72,26,0
13,73,26,0
14,0,19,0
14,1,19,1
14,2,20,1
14,3,19,1
14,4,18,1
14,5,20,1
14,6,20,0
14,7,23,0
14,8,40,1
14,9,27,1
14,10,19,0
14,11,20,1
14,12,19,1
14,13,21,0
14,14,19,1
14,15,25,1
14,16,23,1
14,17,22,1
14,18,23,1
14,19,23,1
14,20,25,1
14,21,23,1
14,22,25,1
14,23,23,1
14,24,24,1
14,25,19,0
14,26,19,1
14,27,60,0
14,28,60,1
14,29,24,1
14,30,24,0
14,31,60,1
14,32,24,0
14,33,24,0
14,34,19,1
14,35,24,0
14,36,24,1
14,37,24,1
15,0,20,0
15,1,20,1
15,2,21,0
15,3,21,1
15,4,18,0
15,5,18,0
15,6,20,1
15,7,19,1
15,8,18,0
15,9,18,0
15,10,21,1
15,11,18,0
15,12,21,1
15,13,25,1
15,14,23,1
15,15,23,1
15,16,22,1
15,17,23,1
15,18,19,1
15,19,60,1
15,20,19,1
15,21,60,0
15,22,60,1
15,23,40,0
15,24,40,1
15,25,40,1
15,26,40,1
15,27,23,0
15,28,40,0
15,29,40,1
15,30,40,1
15,31,40,0
15,32,40,0
15,33,27,1
15,34,40,1
15,35,23,0
15,36,40,0
15,37,40,0
15,38,40,1
15,39,40,0
15,40,23,0
15,41,40,1
15,42,27,1
15,43,40,0
15,44,40,0
15,45,40,1
15,46,40,0
15,47,40,0
15,48,27,1
15,49,27,1
15,50,23,1
15,51,27,1
15,52,40,0
15,53,40,0
15,54,40,1
15,55,40,0
15,56,23,0
15,57,40,0
15,58,40,0
15,59,40,1
15,60,40,0
15,61,40,0
15,62,40,1
15,63,46,0
15,64,46,0
15,65,40,0
15,66,40,0
15,67,40,1
15,68,40,0
15,69,23,0
15,70,27,1
15,71,27,1
15,72,27,1
15,73,40,1
15,74,27,1
15,75,18,1
15,76,18,1
15,77,18,0
15,78,21,1
15,79,18,1
15,80,21,1
15,81,21,1
15,82,18,1
15,83,26,0
15,84,26,1
15,85,26,0
15,86,26,1
15,87,26,1
15,88,26,1
15,89,26,0
15,90,26,0
15,91,26,1
15,92,26,0
15,93,26,1
15,94,26,0
15,95,26,1
15,96,26,1
15,97,26,0
15,98,26,1
16,0,21,0
16,1,20,1
16,2,19,1
16,3,18,0
16,4,19,1
16,5,20,1
16,6,20,1
16,7,22,1
16,8,23,1
16,9,23,1
16,10,25,1
16,11,23,1
16,12,22,1
16,13,23,1
16,14,25,1
16,15,23,1
16,16,40,0
16,17,40,1
16,18,40,1
16,19,40,0
16,20,40,0
16,21,23,1
16,22,27,1
16,23,27,1
16,24,40,0
16,25,21,0
16,26,18,0
16,27,21,1
16,28,18,0
16,29,19,1
16,30,19,1
16,31,23,0
16,32,23,1
16,33,27,1
16,34,40,1
16,35,40,0
16,36,40,0
16,37,40,0
16,38,40,0
16,39,27,1
16,40,23,1
16,41,20,1
16,42,19,1
16,43,21,1
16,44,40,0
16,45,23,1
16,46,40,0
16,47,27,1
16,48,40,0
16,49,40,0
16,50,40,1
16,51,40,1
16,52,40,0
16,53,40,1
16,54,40,1
16,55,40,0
16,56,40,1
16,57,23,1
16,58,27,1
16,59,23,1
16,60,23,0
16,61,40,0
16,62,40,1
16,63,40,1
16,64,40,0
16,65,60,1
16,66,60,1
16,67,60,1
16,68,19,1
16,69,60,1
16,70,40,0
16,71,46,0
16,72,46,0
16,73,46,0
16,74,46,0
16,75,46,1
16,76,46,1
16,77,40,0
16,78,23,1
16,79,23,0
16,80,40,1
16,81,40,1
16,82,23,1
16,83,27,1
16,84,40,0
16,85,40,0
16,86,40,0
16,87,40,0
16,88,23,1
16,89,40,0
16,90,27,1
16,91,23,1
16,92,40,0
16,93,40,0
16,94,40,0
16,95,40,0
16,96,40,0
16,97,40,0
16,98,40,1
16,99,40,0
16,100,23,0
16,101,26,1
16,102,26,1
16,103,26,0
16,104,26,1
16,105,26,0
16,106,26,0
16,107,26,1
16,108,26,1
16,109,26,1
16,110,26,1
16,111,26,1
16,112,26,1
16,113,26,0
16,114,26,1
16,115,26,1
16,116,26,1
16,117,26,0
16,118,26,0
16,119,26,1
16,120,26,1
16,121,26,0
16,122,26,1
16,123,26,1
16,124,26,0
16,125,26,1
17,0,21,0
17,1,18,0
17,2,18,0
17,3,25,1
17,4,23,1
17,5,22,0
17,6,23,0
17,7,23,1
17,8,23,1
17,9,25,1
17,10,23,1
17,11,22,1
17,12,23,1
17,13,25,1
17,14,23,1
17,15,18,0
17,16,18,0
17,17,19,0
17,18,20,1
17,19,21,1
17,20,21,1
17,21,18,0
17,22,20,1
17,23,19,1
17,24,19,1
17,25,20,1
17,26,24,0
17,27,60,1
17,28,60,1
17,29,19,1
17,30,24,1
17,31,19,1
17,32,27,1
17,33,23,1
17,34,40,0
17,35,40,0
17,36,40,1
17,37,40,1
17,38,40,0
17,39,40,0
17,40,40,1
17,41,27,1
17,42,40,1
17,43,40,0
17,44,23,1
17,45,40,0
17,46,40,1
17,47,40,1
17,48,40,0
17,49,40,1
17,50,23,0
17,51,40,1
17,52,40,1
17,53,40,1
17,54,23,1
17,55,40,1
17,56,46,0
18,0,22,0
18,1,24,1
18,2,50,0
18,3,50,0
18,4,50,0
18,5,50,0
18,6,50,0
18,7,50,0
18,8,50,0
18,9,50,0
18,10,50,0
18,11,50,0
18,12,50,0
18,13,50,0
19,0,26,1
19,1,58,0
19,2,58,1
19,3,58,0
19,4,26,1
19,5,26,0
19,6,26,0
19,7,26,1
19,8,26,1
19,9,26,1
19,10,1,0
19,11,1,0
19,12,24,0
19,13,20,0
19,14,20,1
19,15,20,1
19,16,20,1
19,17,20,0
19,18,20,1
19,19,20,1
19,20,20,1
20,0,21,1
20,1,25,0
20,2,23,0
20,3,23,1
20,4,23,1
20,5,22,1
20,6,23,1
20,7,22,1
20,8,23,1
20,9,22,1
20,10,23,1
20,11,21,1
20,12,19,0
20,13,18,1
20,14,20,1
20,15,20,0
20,16,21,1
21,0,22,0
21,1,23,0
21,2,23,1
21,3,23,1
21,4,23,0
21,5,23,1
21,6,22,1
21,7,23,1
21,8,22,1
21,9,23,1
21,10,25,0
21,11,23,0
21,12,21,1
21,13,21,1
21,14,18,1
21,15,21,1
21,16,21,1
21,17,40,0
21,18,40,0
21,19,40,1
21,20,40,0
21,21,40,0
21,22,40,0
21,23,23,1
21,24,25,0
21,25,23,0
21,26,25,0
21,27,23,0
21,28,22,0
21,29,23,0
21,30,23,1
21,31,25,0
21,32,23,0
21,33,22,1
21,34,23,1
21,35,25,1
21,36,23,1
21,37,23,1
21,38,40,0
21,39,40,0
21,40,40,0
21,41,40,0
21,42,40,1
21,43,40,1
21,44,40,1
21,45,40,1
21,46,27,0
21,47,40,1
21,48,23,1
21,49,46,0
21,50,46,1
21,51,46,0
21,52,46,1
21,53,67,1
21,54,34,0
21,55,78,0
21,56,26,0
21,57,26,1
21,58,26,0
21,59,26,1
21,60,26,1
21,61,26,1
21,62,26,1
21,63,26,0
21,64,26,1
21,65,26,1
21,66,26,1
21,67,26,1
21,68,26,1
21,69,26,0
21,70,26,0
21,71,26,1
21,72,26,1
21,73,26,0
21,74,26,0
21,75,26,0
21,76,26,0
21,77,26,1
21,78,26,1
21,79,26,0
21,80,26,1
21,81,26,0
21,82,26,0
21,83,26,0
21,84,26,1
21,85,26,1
21,86,26,0
21,87,26,1
21,88,26,1
21,89,26,1
21,90,37,0
21,91,30,0
21,92,37,0
21,93,30,0
21,94,37,1
21,95,30,1
21,96,37,1
21,97,30,1
21,98,37,1
21,99,30,1
21,100,37,1
21,101,30,1
21,102,37,1
21,103,30,1
21,104,30,0
21,105,30,1
21,106,30,0
21,107,30,1
21,108,30,1
21,109,30,1
21,110,30,1
21,111,30,1
21,112,70,0
21,113,70,0
21,114,70,0
21,115,70,1
21,116,70,1
21,117,70,1
21,118,70,0
21,119,70,1
21,120,70,0
21,121,70,1
21,122,70,1
21,123,70,1
21,124,70,0
21,125,70,0
21,126,70,0
21,127,70,1
21,128,70,1
21,129,70,1
21,130,41,0
21,131,26,1
21,132,26,0
21,133,26,0
21,134,26,0
21,135,26,0
21,136,26,1
21,137,26,1
21,138,26,0
21,139,26,1
21,140,26,0
21,141,26,1
21,142,26,0
21,143,26,0
21,144,26,0
21,145,26,0
21,146,26,1
21,147,26,0
21,148,26,0
21,149,26,1
21,150,26,1
21,151,26,1
21,152,26,1
21,153,26,0
21,154,26,0
21,155,26,0
21,156,26,1
21,157,70,0
21,158,70,1
21,159,70,1
21,160,70,1
21,161,70,1
21,162,70,1
21,163,70,0
21,164,70,1
21,165,70,1
21,166,70,1
21,167,70,0
21,168,70,1
21,169,70,1
21,170,70,0
21,171,70,1
21,172,70,0
21,173,70,1
21,174,70,1
21,175,70,1
21,176,41,0
21,177,41,0
21,178,41,1
21,179,41,1
21,180,41,1
21,181,41,1
21,182,41,0
21,183,41,1
21,184,41,1
21,185,41,1
21,186,26,0
21,187,26,1
21,188,26,1
21,189,26,1
21,190,26,0
21,191,26,1
21,192,26,0
21,193,26,1
21,194,26,0
21,195,26,1
21,196,26,1
21,197,26,1
21,198,26,0
21,199,26,1
21,200,26,1
21,201,26,1
21,202,26,0
21,203,26,1
21,204,26,1
21,205,26,1
21,206,26,0
21,207,26,1
21,208,26,1
21,209,26,1
21,210,26,0
21,211,26,1
21,212,26,1
21,213,26,1
21,214,26,0
21,215,26,1
21,216,26,1
21,217,26,1
21,218,26,0
21,219,26,1
21,220,26,1
21,221,26,1
21,222,26,0
21,223,26,1
21,224,26,1
21,225,26,1
21,226,66,1
21,227,58,0
21,228,66,0
21,229,66,0
21,230,66,1
21,231,66,1
21,232,66,1
21,233,66,1
21,234,66,1
21,235,58,0
21,236,58,0
21,237,58,0
21,238,58,1
21,239,58,1
21,240,58,1
21,241,26,1
21,242,26,1
21,243,26,1
21,244,26,1
21,245,77,0
21,246,79,0
21,247,77,0
21,248,79,0
21,249,77,1
21,250,79,1
21,251,77,1
21,252,79,1
21,253,77,0
21,254,79,0
21,255,77,0
21,256,79,0
21,257,77,1
21,258,79,1
21,259,77,0
21,260,79,0
21,261,77,0
21,262,79,0
21,263,77,0
21,264,79,0
21,265,77,0
21,266,79,0
21,267,77,0
21,268,79,0
21,269,77,0
21,270,79,0
21,271,77,1
21,272,79,1
21,273,77,0
21,274,79,0
21,275,77,1
21,276,79,1
21,277,77,0
21,278,79,0
21,279,77,1
21,280,79,1
21,281,77,0
21,282,79,0
21,283,77,1
21,284,79,1
21,285,77,0
21,286,79,0
21,287,77,0
21,288,79,0
21,289,77,0
21,290,79,0
21,291,77,0
21,292,79,0
21,293,77,0
21,294,79,0
21,295,77,1
21,296,79,1
21,297,77,1
21,298,79,1
21,299,77,1
21,300,79,1
21,301,77,0
21,302,79,0
21,303,77,0
21,304,79,0
22,0,22,0
22,1,23,0
22,2,23,1
22,3,25,1
22,4,23,1
22,5,23,1
22,6,25,1
22,7,23,1
22,8,23,1
22,9,21,0
23,0,25,1
23,1,23,1
23,2,25,0
23,3,23,0
23,4,22,1
23,5,23,1
23,6,25,1
23,7,23,1
23,8,23,1
23,9,22,1
23,10,23,1
23,11,23,1
23,12,27,1
23,13,40,0
23,14,40,0
23,15,40,1
23,16,40,0
23,17,40,0
23,18,27,1
23,19,40,1
23,20,40,1
23,21,40,1
23,22,23,0
23,23,23,0
23,24,27,1
23,25,40,1
23,26,40,0
23,27,40,0
23,28,40,1
23,29,40,0
23,30,40,1
23,31,24,1
23,32,60,1
23,33,19,1
23,34,24,1
23,35,60,1
23,36,40,1
23,37,40,1
23,38,40,1
23,39,40,1
23,40,20,0
23,41,21,1
23,42,20,1
23,43,20,1
23,44,20,1
23,45,20,1
23,46,46,0
23,47,46,0
23,48,46,0
23,49,46,1
23,50,46,1
23,51,34,1
23,52,34,1
23,53,47,0
23,54,67,0
23,55,67,0
23,56,34,1
23,57,41,0
23,58,41,0
23,59,41,0
23,60,41,0
23,61,41,1
23,62,78,0
23,63,46,0
23,64,46,0
23,65,46,1
23,66,46,1
23,67,78,0
23,68,34,1
23,69,47,0
23,70,67,0
23,71,34,0
23,72,34,1
23,73,41,0
23,74,41,0
23,75,41,0
23,76,41,0
23,77,34,1
23,78,26,0
23,79,26,0
23,80,26,1
23,81,26,0
23,82,26,0
23,83,26,0
23,84,26,0
23,85,26,0
23,86,26,1
23,87,26,0
23,88,26,0
23,89,26,0
23,90,26,1
23,91,26,0
23,92,26,1
23,93,26,1
23,94,26,1
23,95,37,0
23,96,30,0
23,97,37,1
23,98,30,1
23,99,37,1
23,100,30,1
23,101,37,1
23,102,30,1
23,103,30,1
23,104,30,0
23,105,30,1
23,106,30,0
23,107,30,1
23,108,30,0
23,109,30,1
23,110,30,0
23,111,30,1
23,112,30,1
23,113,30,0
23,114,30,0
23,115,30,0
23,116,30,1
23,117,30,1
23,118,30,0
23,119,30,0
23,120,30,1
23,121,30,1
23,122,30,1
23,123,30,1
23,124,34,1
23,125,41,0
23,126,41,0
23,127,41,0
23,128,41,0
23,129,41,0
23,130,34,1
23,131,67,0
23,132,34,1
23,133,41,1
23,134,34,1
23,135,67,0
23,136,70,0
23,137,70,1
23,138,70,1
23,139,70,1
23,140,70,0
23,141,70,1
23,142,70,1
23,143,70,1
23,144,70,1
23,145,70,0
23,146,70,1
23,147,70,1
23,148,70,1
23,149,26,1
23,150,26,1
23,151,26,0
23,152,26,1
23,153,26,1
